epochs,train_loss,train_accuracy,validation_loss,validation_accuracy
1,3.8455437676218533,0.04129490722463482,3.7450751251644556,0.04666666666666667
2,3.702619026438596,0.06310303987366758,3.6812251504262288,0.08
3,3.6261173910253186,0.07715752072641137,3.614988586637709,0.1
