epochs,train_loss,train_accuracy,validation_loss,validation_accuracy
1,3.8850356698403283,0.030035530990919858,3.8272763888041177,0.06888888888888889
2,3.8255688812212187,0.03913146466640347,3.781870902379354,0.05555555555555555
3,3.782788380812243,0.04808527437820766,3.784934539794922,0.05333333333333334
4,3.750352788541894,0.053849190682984605,3.7256574238671196,0.06444444444444444
5,3.7093843992115056,0.0627240426371891,3.6865492184956867,0.06444444444444444
6,3.6585842579774974,0.07313067508882748,3.627823920779758,0.08666666666666667
7,3.603656353440343,0.08423213580734307,3.5574298826853434,0.09111111111111111
8,3.542838400156659,0.09377023292538492,3.484927642610338,0.12
9,3.494159631823251,0.10316620607974733,3.461645770602756,0.1111111111111111
10,3.4524136593009564,0.11166206079747336,3.5962963019476994,0.09555555555555556
11,3.4162765481167994,0.11846821950256613,3.4444928370581733,0.09555555555555556
12,3.3761386553157804,0.12517962889853929,3.391066114637587,0.12666666666666668
13,3.341987906010594,0.1332964863797868,3.3540975761413576,0.11333333333333333
14,3.2949295125495195,0.14333991314646663,3.349666583802965,0.14
15,3.263162467416642,0.14913541255428345,3.3365348476833767,0.13777777777777778
16,3.2422900044395666,0.1526727200947493,3.2487179862128364,0.14888888888888888
17,3.207350259943532,0.16036320568495854,3.1622954400380454,0.18
18,3.1763922318422035,0.16691669956573232,3.2164264000786673,0.13777777777777778
19,3.1427662705302097,0.17399131464666404,3.1709442954593237,0.15777777777777777
20,3.127645383500507,0.17459139360442164,3.1395589701334634,0.1688888888888889
21,3.109682223071141,0.17973943939992104,3.143976321750217,0.1688888888888889
22,3.080844975572022,0.18727200947493092,3.1826028643714057,0.14888888888888888
23,3.0650903609125595,0.1884563758389262,3.022003666559855,0.19333333333333333
24,3.0493286982685786,0.1926253454401895,3.0611759185791017,0.19111111111111112
25,3.0280855487035847,0.19706277141729175,3.0909697013431123,0.20444444444444446
26,3.0030318975128583,0.2013738649822345,3.07263114505344,0.18444444444444444
27,2.9988822167784717,0.20124753257007502,3.07498245133294,0.20222222222222222
28,2.989660406342336,0.20274772996446902,3.0498495917850073,0.19111111111111112
29,2.971338863504578,0.2081010659297276,2.9319371732076007,0.19333333333333333
30,2.956700153520255,0.21181208053691275,3.042954919603136,0.17333333333333334
