epochs,train_loss,train_accuracy,validation_loss,validation_accuracy
1,3.8824422852643807,0.02971969996052112,3.869733433193631,0.02666666666666667
2,3.852739433193696,0.038168180023687326,3.866200566821628,0.04666666666666667
3,3.8371910044123805,0.04217923410975128,3.828319902420044,0.04888888888888889
4,3.823479658217944,0.04514804579549941,3.830442106458876,0.044444444444444446
5,3.8106127746859135,0.047564153178049746,3.8488167995876736,0.04888888888888889
6,3.799880788289555,0.0494749309119621,3.8164267465803356,0.04666666666666667
7,3.7916235582319304,0.05178049743387288,3.7654623964097764,0.06
8,3.785275234266839,0.05236478484011054,3.7911278830634223,0.05333333333333334
9,3.778034221639381,0.05364390051322542,3.7527229489220515,0.06
10,3.769573721029144,0.05481247532570075,3.7665552934010824,0.06
11,3.7623081292477325,0.05643900513225424,3.7173819817437064,0.06666666666666667
12,3.7607941132894487,0.0568495854717726,3.7511009693145754,0.057777777777777775
13,3.756666757747019,0.05737070667193052,3.7553681394788954,0.06222222222222222
14,3.7535311591686393,0.058144492696407424,3.760617283715142,0.04888888888888889
15,3.7489875769925787,0.06011843663639953,3.764229776594374,0.06666666666666667
16,3.747351801379415,0.05943939992104224,3.7173590723673504,0.06
17,3.741929579323288,0.06109751283063561,3.7639857790205213,0.06
18,3.736325897001439,0.06256612712198974,3.756886347664727,0.07111111111111111
19,3.7334378450508887,0.061729174891433085,3.732619048224555,0.07555555555555556
20,3.7341246596372883,0.06158705092775365,3.7470871098836263,0.06888888888888889
21,3.726671075523488,0.06449269640742203,3.741993630727132,0.057777777777777775
22,3.7238639031254723,0.06420844848006317,3.7064865631527373,0.07111111111111111
23,3.7200443907345044,0.06532964863797869,3.7579059632619223,0.057777777777777775
24,3.718093151197196,0.06547177260165811,3.691336454815335,0.06222222222222222
25,3.7130326717774293,0.06746150809317016,3.7200580819447837,0.057777777777777775
26,3.7066200180219373,0.06760363205684959,3.702488949033949,0.06666666666666667
27,3.7069697752612596,0.06646664034741413,3.7286203628116183,0.07555555555555556
28,3.7045761013708707,0.067998420844848,3.6838092846340604,0.07333333333333333
29,3.7006264110313682,0.06948282668772207,3.6990485191345215,0.06
30,3.698459908891656,0.06946703513620213,3.701267215940687,0.06444444444444444
