epochs,train_loss,train_accuracy,validation_loss,validation_accuracy
1,3.8627123533309895,0.03644690090801421,3.859512562221951,0.03333333333333333
2,3.818660852456347,0.046648243189893406,3.83142578125,0.05333333333333334
3,3.7898610413201563,0.05266482431898934,3.768911133872138,0.06222222222222222
4,3.7611183010068188,0.05737070667193052,3.740668698416816,0.06888888888888889
5,3.7384832629412,0.06068693249111725,3.7393464512295194,0.05333333333333334
6,3.7208928665698773,0.06395578365574418,3.7249255847930907,0.057777777777777775
7,3.7044809489997537,0.06624555862613501,3.6991576449076335,0.07111111111111111
8,3.6923864732803304,0.06990919857876036,3.6870379712846546,0.06444444444444444
9,3.680337464569399,0.07354125542834583,3.6439326752556696,0.08222222222222222
10,3.6668156766571456,0.07505724437425977,3.6867844231923423,0.07111111111111111
11,3.6548946423084425,0.07793130675088827,3.667999217775133,0.06222222222222222
12,3.6437246896154174,0.07906829846032373,3.6199364301893446,0.08
13,3.638127019703741,0.0798262929332807,3.614599232143826,0.08
14,3.627408506699904,0.08178444532175286,3.6240140702989367,0.08222222222222222
15,3.6224572089948626,0.08325305961310699,3.6601945622762044,0.07333333333333333
16,3.610938445974893,0.08726411369917095,3.5811460071139867,0.08444444444444445
17,3.6058851284685223,0.08781681800236874,3.594252184761895,0.09333333333333334
18,3.5993616103787125,0.08936439005132255,3.5810383584764267,0.06666666666666667
19,3.589093709713002,0.09013817607579945,3.576881390677558,0.07333333333333333
20,3.589929043148235,0.09075404658507698,3.56394850730896,0.1
21,3.5815638835167536,0.09241215949467035,3.570134582519531,0.08222222222222222
22,3.5767801456888155,0.09178049743387288,3.567351222568088,0.06444444444444444
23,3.5750552719024347,0.09212791156731148,3.5266885725657144,0.07777777777777778
24,3.5687194106158087,0.09433872878010265,3.5945629363589817,0.08666666666666667
25,3.561406961185773,0.0952230556652191,3.560544434653388,0.06888888888888889
26,3.562560676735849,0.09539676273193841,3.5885808096991645,0.09333333333333334
27,3.557536184647504,0.09547572048953809,3.5455514378017847,0.08
28,3.549961296470091,0.099249901302803,3.591183474858602,0.07555555555555556
29,3.5496647453270453,0.09801816028424792,3.540234777662489,0.1
30,3.542460665124892,0.098002368732728,3.5111012607150607,0.08888888888888889
