epochs,train_loss,train_accuracy,validation_loss,validation_accuracy
1,3.8659271001156923,0.04268456375838926,3.7440914673275416,0.07111111111111111
2,3.6911445790790447,0.06477694433478089,3.6584193314446343,0.08888888888888889
3,3.599915652352268,0.084500592183182,3.585259486304389,0.08888888888888889
4,3.523214536976353,0.09849190682984603,3.486638405058119,0.10222222222222223
5,3.443640827799427,0.11470983024082117,3.3925922065311007,0.14222222222222222
6,3.373005437485747,0.12775365179628898,3.339198639127943,0.11555555555555555
7,3.3117341290167843,0.1406237662850375,3.2803874821133086,0.12444444444444444
8,3.2456679179910326,0.1514251875246743,3.208146031697591,0.16444444444444445
9,3.1897083940969075,0.1636004737465456,3.1634576172298856,0.17777777777777778
10,3.143631045258285,0.17274378207658903,3.1667128870222303,0.17333333333333334
11,3.0943310604780687,0.18333991314646664,3.1233737648857964,0.18666666666666668
12,3.0516004738504594,0.19256217923410976,3.1189480951097277,0.18444444444444444
13,3.019003817990887,0.19932096328464272,3.1043521743350557,0.2
14,2.9871195127085834,0.20680615870509278,3.0323209211561415,0.21333333333333335
15,2.952997740490654,0.21443347808922228,3.0857143020629882,0.20222222222222222
16,2.9204429402183836,0.22057639163047768,2.977487324608697,0.21777777777777776
17,2.895132879143499,0.2253770232925385,2.939033319685194,0.22444444444444445
18,2.8684973187866394,0.23088827477299645,2.9490776655409072,0.21333333333333335
19,2.8466890709512187,0.23553099091985788,2.9483451800876193,0.21555555555555556
20,2.8223312953485125,0.24525858665613898,2.9400979042053224,0.22666666666666666
21,2.800906645044055,0.2458744571654165,2.955297892888387,0.21333333333333335
22,2.777085864510971,0.25061192262139753,2.833645182715522,0.23333333333333334
23,2.7542820950096605,0.25640742202921435,2.9009222751193575,0.23555555555555555
24,2.742075813578091,0.26144492696407423,2.830952239566379,0.24222222222222223
25,2.7116076213589686,0.26490327674694036,2.8196351644727917,0.2577777777777778
26,2.6974175296787966,0.26934070272404265,2.8176053365071616,0.25555555555555554
27,2.686491605270723,0.27332017370706674,2.8376065900590683,0.22
28,2.6662820058032737,0.2766679826292933,2.820824594497681,0.23555555555555555
29,2.64562219582854,0.27946308724832214,2.731497224171956,0.2288888888888889
30,2.6391201022713258,0.28249506514015,2.7961007160610625,0.2577777777777778
