epochs,train_loss,train_accuracy,validation_loss,validation_accuracy
1,3.7702109345098376,0.05432293722858271,3.8505097802480064,0.03777777777777778
2,3.700660461688578,0.0689774970390841,3.8544577895270455,0.04888888888888889
3,3.6821382746111015,0.0741255428345835,3.8787974611918132,0.04666666666666667
4,3.6654864921901145,0.07688906435057244,3.785340844260322,0.051111111111111114
5,3.654239013820969,0.07870509277536518,3.914403249952528,0.03333333333333333
6,3.6415753307109098,0.08053691275167785,3.772424865298801,0.07777777777777778
7,3.6343742135405965,0.08284247927358863,3.8113779830932617,0.06222222222222222
8,3.628486416726728,0.08331622581918674,3.7278059938218857,0.06666666666666667
9,3.632641368245495,0.0834741413343861,3.8591259574890135,0.05555555555555555
10,3.6365152485475116,0.08301618634030794,3.7960540601942276,0.06
11,3.6218363924851023,0.08607974733517568,3.863597609202067,0.06888888888888889
12,3.6214214786163583,0.08607974733517568,3.773048134909736,0.09111111111111111
13,3.6113459906783256,0.08791156731148836,3.768029194937812,0.06444444444444444
14,3.6095618537137786,0.08999605211212001,3.677414680057102,0.06222222222222222
15,3.603930893542971,0.09135412554283458,3.8452173476748994,0.042222222222222223
16,3.593436875510865,0.09313857086458745,3.867883888880412,0.07777777777777778
17,3.592060874576772,0.09299644690090801,3.671326019499037,0.07777777777777778
18,3.5904745020642377,0.09350177654954599,3.6494934929741754,0.07777777777777778
19,3.5850849644863882,0.09577575996841689,3.812877991994222,0.07333333333333333
20,3.5879953132935114,0.09268061587050928,4.02549006568061,0.08222222222222222
21,3.589170681343124,0.09227003553099092,3.803587565951877,0.08444444444444445
22,3.585198574156522,0.09386498223450454,3.6703145302666558,0.07555555555555556
23,3.5805098868414107,0.09501776549545993,3.825977506637573,0.07111111111111111
24,3.5754438136756255,0.09520726411369917,3.9389665455288356,0.06
25,3.575009121659524,0.09542834583497829,4.081804972754584,0.04666666666666667
26,3.5745605969494902,0.09700750098697197,3.9484377882215713,0.051111111111111114
27,3.5767460384022516,0.0963758389261745,4.088059147728814,0.05333333333333334
28,3.576113805695574,0.09673904461113304,3.640299557579888,0.08444444444444445
29,3.5738744045969906,0.09863403079352547,3.775490467283461,0.06666666666666667
30,3.5707127789664166,0.09798657718120805,3.9879814370473228,0.06
31,3.570500140278602,0.09846032372680616,3.8133949841393364,0.044444444444444446
32,3.5632161485278178,0.09961310698776155,3.7469947603013782,0.06888888888888889
33,3.564149045055674,0.10008685353335965,3.7081726540459528,0.07555555555555556
34,3.5613641417247712,0.10079747335175682,3.7931264930301243,0.06888888888888889
35,3.555168587066795,0.10060797473351757,3.7298204051123727,0.07111111111111111
36,3.559522845324348,0.10103434662455586,3.7592781617906357,0.057777777777777775
37,3.560378496054835,0.09898144492696408,5.427491675482856,0.04888888888888889
38,3.557385742621981,0.10002368732727991,4.039214622709486,0.04
39,3.5577564584790036,0.100750098697197,4.910827051798503,0.03333333333333333
40,3.5514844905101777,0.10157125937623372,3.9479437573750813,0.051111111111111114
41,3.5568915781765833,0.10048164232135808,3.6268004216088188,0.07555555555555556
42,3.5585341229685388,0.09999210422424003,3.915487804412842,0.04888888888888889
43,3.556098391909021,0.09972364784840111,3.8321447054545086,0.05333333333333334
44,3.553922835808237,0.09996052112120016,3.9477671655019124,0.05333333333333334
45,3.5523829127468707,0.1001026450848796,3.6738001018100315,0.08222222222222222
46,3.557836071523432,0.09834978286616661,3.5896017254723445,0.08
47,3.554835538186436,0.09999210422424003,3.6939037810431588,0.07777777777777778
48,3.5481919444317973,0.09981839715752072,3.5764160802629257,0.11777777777777777
49,3.5464880144365494,0.10144492696407421,3.825601085027059,0.051111111111111114
50,3.5405556344063536,0.10240821160679037,3.812929466035631,0.1
